locus_tag	ftype	length_bp	gene	EC_number	COG	product
1617.00_01249	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
1617.00_01250	CDS	1224	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
1617.00_01251	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
1617.00_01252	CDS	264				hypothetical protein
1617.00_01253	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
1617.00_01254	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
1617.00_01255	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
1617.00_01256	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
1617.00_01257	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
1617.00_01258	CDS	213				hypothetical protein
	sig_peptide	69				putative signal peptide
1617.00_01259	CDS	417				hypothetical protein
1617.00_01260	CDS	798	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
1617.00_01261	CDS	1011	pld1	1.1.1.107		Pyridoxal 4-dehydrogenase
1617.00_01262	CDS	888	hcaR_1			Hca operon transcriptional activator HcaR
1617.00_01263	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
1617.00_01264	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
	sig_peptide	84				putative signal peptide
1617.00_01265	CDS	297	trpR		COG2973	Trp operon repressor
1617.00_01266	CDS	516	yjjX	3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
1617.00_01267	CDS	648	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
1617.00_01268	CDS	870	rob_1		COG2207	Right origin-binding protein
1617.00_01269	CDS	474				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_01270	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
1617.00_01271	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
1617.00_01272	CDS	1353	creD		COG4452	Inner membrane protein CreD
1617.00_01273	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
1617.00_01274	CDS	687				hypothetical protein
1617.00_01275	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
1617.00_01276	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
1617.00_01277	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
1617.00_01278	CDS	297				hypothetical protein
	sig_peptide	72				putative signal peptide
1617.00_01279	CDS	777				hypothetical protein
1617.00_01280	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
1617.00_01281	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
1617.00_01282	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
1617.00_01283	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
1617.00_01284	CDS	714				hypothetical protein
1617.00_01285	CDS	405				hypothetical protein
	sig_peptide	72				putative signal peptide
1617.00_01286	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
1617.00_01287	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
1617.00_01288	CDS	153	hokC			Toxic protein HokC
1617.00_01289	CDS	762				hypothetical protein
1617.00_01290	CDS	1494	atsA	3.1.6.1	COG3119	Arylsulfatase
	sig_peptide	78				putative signal peptide
1617.00_01291	CDS	1245				hypothetical protein
1617.00_01292	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
1617.00_01293	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
1617.00_01294	CDS	960				hypothetical protein
	sig_peptide	57				putative signal peptide
1617.00_01295	CDS	2451	yehB_2		COG3188	Outer membrane usher protein YehB
	sig_peptide	66				putative signal peptide
1617.00_01296	CDS	684	yehC_2		COG3121	putative fimbrial chaperone YehC
1617.00_01297	CDS	534	yehD_2			putative fimbrial-like protein YehD
	sig_peptide	66				putative signal peptide
1617.00_01298	CDS	1422				hypothetical protein
1617.00_01299	CDS	264	rpsT		COG0268	30S ribosomal protein S20
1617.00_01300	CDS	942	ribF		COG0196	Riboflavin biosynthesis protein RibF
1617.00_01301	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
1617.00_01302	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
1617.00_01303	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
1617.00_01304	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
1617.00_01305	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
1617.00_01306	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
1617.00_01307	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
1617.00_01308	CDS	3219	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
1617.00_01309	CDS	219				hypothetical protein
1617.00_01310	CDS	396				hypothetical protein
1617.00_01311	CDS	591	yrdA_1		COG0663	Protein YrdA
1617.00_01312	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
1617.00_01313	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
1617.00_01314	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
1617.00_01315	CDS	1143	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
1617.00_01316	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
1617.00_01317	CDS	771	fixA_1		COG2086	Protein FixA
1617.00_01318	CDS	942	fixB_1		COG2025	Protein FixB
1617.00_01319	CDS	1287		5.3.1.29		Putative thiazole biosynthetic enzyme
1617.00_01320	CDS	288	fixX_1		COG2440	Ferredoxin-like protein FixX
1617.00_01321	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
1617.00_01322	CDS	531	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
1617.00_01323	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
1617.00_01324	CDS	615				hypothetical protein
1617.00_01325	CDS	234				hypothetical protein
1617.00_01326	CDS	315	ccdB			Toxin CcdB
1617.00_01327	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
1617.00_01328	CDS	378	apaG		COG2967	Protein ApaG
1617.00_01329	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
1617.00_01330	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
1617.00_01331	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
	sig_peptide	63				putative signal peptide
1617.00_01332	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
	sig_peptide	75				putative signal peptide
1617.00_01333	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
1617.00_01334	CDS	723				hypothetical protein
1617.00_01335	CDS	660	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
1617.00_01336	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
1617.00_01337	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
1617.00_01338	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
1617.00_01339	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
1617.00_01340	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
1617.00_01341	CDS	879	araC			Arabinose operon regulatory protein
1617.00_01342	CDS	765	yabI		COG0586	Inner membrane protein YabI
1617.00_01343	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
1617.00_01344	CDS	1611				hypothetical protein
1617.00_01345	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
	sig_peptide	57				putative signal peptide
1617.00_01346	CDS	837				hypothetical protein
1617.00_01347	CDS	1659	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
1617.00_01348	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
1617.00_01349	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
1617.00_01350	CDS	1401	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
1617.00_01351	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
1617.00_01352	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
1617.00_01353	CDS	945	leuO			HTH-type transcriptional regulator LeuO
1617.00_01354	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
1617.00_01355	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
1617.00_01356	CDS	1005	cra		COG1609	Catabolite repressor/activator
1617.00_01357	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
1617.00_01358	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
1617.00_01359	CDS	366	ftsL		COG3116	Cell division protein FtsL
1617.00_01360	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
1617.00_01361	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
1617.00_01362	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
1617.00_01363	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1617.00_01364	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
1617.00_01365	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
1617.00_01366	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
1617.00_01367	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
1617.00_01368	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
1617.00_01369	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
1617.00_01370	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
1617.00_01371	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
1617.00_01372	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
1617.00_01373	CDS	588	secM			Secretion monitor
1617.00_01374	CDS	2706	secA		COG0653	Protein translocase subunit SecA
1617.00_01375	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
1617.00_01376	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
1617.00_01377	CDS	744	zapD		COG4582	Cell division protein ZapD
1617.00_01378	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
1617.00_01379	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
1617.00_01380	CDS	1203	epsF_2		COG1459	Type II secretion system protein F
1617.00_01381	CDS	1386	epsE_2		COG2804	Type II secretion system protein E
1617.00_01382	CDS	441				hypothetical protein
1617.00_01383	CDS	894	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
1617.00_01384	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
1617.00_01385	CDS	855	ampE		COG3725	Protein AmpE
1617.00_01386	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
1617.00_01387	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
1617.00_01388	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
1617.00_01389	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
1617.00_01390	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
1617.00_01391	CDS	1854				hypothetical protein
	sig_peptide	111				putative signal peptide
1617.00_01392	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
1617.00_01393	CDS	363				hypothetical protein
1617.00_01394	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
1617.00_01395	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
1617.00_01396	CDS	309				hypothetical protein
1617.00_01397	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
	sig_peptide	87				putative signal peptide
1617.00_01398	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
1617.00_01399	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
1617.00_01400	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
1617.00_01401	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
1617.00_01402	CDS	768	yadH		COG0842	Inner membrane transport permease YadH
1617.00_01403	CDS	441				hypothetical protein
1617.00_01404	CDS	1230				hypothetical protein
	sig_peptide	60				putative signal peptide
1617.00_01405	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
1617.00_01406	CDS	945				ISNCY family transposase ISRor2
1617.00_01407	CDS	216				hypothetical protein
1617.00_01408	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
1617.00_01409	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
1617.00_01410	CDS	1251	yadC			putative fimbrial-like protein YadC
	sig_peptide	72				putative signal peptide
1617.00_01411	CDS	600	yadK			putative fimbrial-like protein YadK
1617.00_01412	CDS	561	yadM			putative fimbrial-like protein YadM
	sig_peptide	72				putative signal peptide
1617.00_01413	CDS	2622	htrE		COG3188	Outer membrane usher protein HtrE
1617.00_01414	CDS	780	yadV			putative fimbrial chaperone YadV
	sig_peptide	123				putative signal peptide
1617.00_01415	CDS	573	yadN			putative fimbrial-like protein YadN
	sig_peptide	72				putative signal peptide
1617.00_01416	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
1617.00_01417	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
1617.00_01418	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
1617.00_01419	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
1617.00_01420	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
1617.00_01421	CDS	531	thpR	3.1.4.-	COG1514	RNA 2',3'-cyclic phosphodiesterase
1617.00_01422	CDS	2430				hypothetical protein
1617.00_01423	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
1617.00_01424	CDS	2259	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
	sig_peptide	102				putative signal peptide
1617.00_01425	CDS	798	fhuC_1	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
1617.00_01426	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
	sig_peptide	93				putative signal peptide
1617.00_01427	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
1617.00_01428	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
1617.00_01429	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
1617.00_01430	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
1617.00_01431	CDS	624				hypothetical protein
1617.00_01432	CDS	801	btuF		COG0614	Vitamin B12-binding protein
	sig_peptide	69				putative signal peptide
1617.00_01433	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
1617.00_01434	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
1617.00_01435	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
	sig_peptide	81				putative signal peptide
1617.00_01436	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
1617.00_01437	CDS	387				hypothetical protein
1617.00_01438	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
1617.00_01439	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
1617.00_01440	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
1617.00_01441	CDS	726	rpsB		COG0052	30S ribosomal protein S2
1617.00_01442	CDS	852	tsf		COG0264	Elongation factor Ts
1617.00_01443	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
1617.00_01444	CDS	558	frr		COG0233	Ribosome-recycling factor
1617.00_01445	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
1617.00_01446	CDS	759	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
1617.00_01447	CDS	153				hypothetical protein
1617.00_01448	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
1617.00_01449	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
1617.00_01450	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
	sig_peptide	63				putative signal peptide
1617.00_01451	CDS	486	skp		COG2825	Chaperone protein Skp
	sig_peptide	63				putative signal peptide
1617.00_01452	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
1617.00_01453	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
1617.00_01454	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
1617.00_01455	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
1617.00_01456	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
1617.00_01457	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
1617.00_01458	CDS	960	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
1617.00_01459	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
1617.00_01460	CDS	390				hypothetical protein
1617.00_01461	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
1617.00_01462	CDS	261	rof		COG4568	Protein rof
1617.00_01463	CDS	201				hypothetical protein
1617.00_01464	CDS	546	yaeQ		COG4681	putative protein YaeQ
1617.00_01465	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
1617.00_01466	CDS	711	nlpE		COG3015	Lipoprotein NlpE
	sig_peptide	108				putative signal peptide
1617.00_01467	CDS	825				hypothetical protein
	sig_peptide	78				putative signal peptide
1617.00_01468	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
1617.00_01469	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
1617.00_01470	CDS	405	rcsF			Outer membrane lipoprotein RcsF
	sig_peptide	69				putative signal peptide
1617.00_01471	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
1617.00_01472	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
1617.00_01473	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
1617.00_01474	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
1617.00_01475	CDS	522	scrK	2.7.1.4	COG0524	Fructokinase
1617.00_01476	CDS	1434	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
1617.00_01477	CDS	954	degA		COG1609	HTH-type transcriptional regulator DegA
1617.00_01478	CDS	219	dsdX		COG2610	D-serine transporter DsdX
1617.00_01479	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
1617.00_01480	CDS	1539	emrY			putative multidrug resistance protein EmrY
1617.00_01481	CDS	1164	emrK_1		COG1566	putative multidrug resistance protein EmrK
1617.00_01482	CDS	615	evgA			DNA-binding transcriptional activator EvgA
1617.00_01483	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
	sig_peptide	66				putative signal peptide
1617.00_01484	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
1617.00_01485	CDS	945				hypothetical protein
1617.00_01486	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
1617.00_01487	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
1617.00_01488	CDS	633	yfdX			Protein YfdX
	sig_peptide	66				putative signal peptide
1617.00_01489	CDS	276				hypothetical protein
	sig_peptide	72				putative signal peptide
1617.00_01490	CDS	243				hypothetical protein
1617.00_01491	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
1617.00_01492	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
1617.00_01493	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
1617.00_01494	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
1617.00_01495	CDS	858	rhaR_3			HTH-type transcriptional activator RhaR
1617.00_01496	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
1617.00_01497	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
1617.00_01498	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
1617.00_01499	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
1617.00_01500	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
	sig_peptide	75				putative signal peptide
1617.00_01501	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
1617.00_01502	CDS	1257	yfeO			Putative ion-transport protein YfeO
1617.00_01503	CDS	327				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_01504	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
1617.00_01505	CDS	1203	nupC		COG1972	Nucleoside permease NupC
1617.00_01506	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
1617.00_01507	tRNA	76				tRNA-Ala(ggc)
1617.00_01508	tRNA	76				tRNA-Ala(ggc)
1617.00_01509	CDS	360				hypothetical protein
1617.00_01510	CDS	372				hypothetical protein
1617.00_01511	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
1617.00_01512	tRNA	76				tRNA-Val(tac)
1617.00_01513	tRNA	76				tRNA-Val(tac)
1617.00_01514	tRNA	76				tRNA-Val(tac)
1617.00_01515	tRNA	76				tRNA-Lys(ttt)
